CustomerID,Age,Gender,AnnualIncome,TenureMonths,PurchaseFrequency,AvgOrderValue,Churn
CUST-10972,25.0,Female,35133.94,49,8,113.55,1
CUST-10973,66.0,Female,49045.79,18,6,135.63,0
CUST-10974,52.0,Male,40956.42,7,7,109.62,0
CUST-10975,69.0,Female,78950.35,4,8,113.76,0
CUST-10976,32.0,Male,33457.8,69,4,110.39,0
CUST-10977,64.0,Female,71086.56,60,7,160.5,1
CUST-10978,,Male,71073.17,55,8,195.42,0
CUST-10979,31.0,Male,87933.16,16,8,81.49,0
CUST-10980,43.0,Female,47625.64,29,6,106.97,0
CUST-10981,45.0,Male,67821.8,23,6,84.2,0
CUST-10982,40.0,Female,96069.73,14,6,37.34,0
CUST-10983,31.0,Male,43882.45,49,7,105.97,0
CUST-10984,41.0,Male,27369.28,33,5,159.4,1
CUST-10985,19.0,Female,,25,6,94.15,0
CUST-10986,62.0,Male,67828.82,21,1,70.84,1
CUST-10987,43.0,Male,21103.3,17,6,106.11,1
CUST-10988,31.0,Female,48298.26,23,8,112.31,1
CUST-10989,68.0,Male,62871.64,57,2,104.25,1
CUST-10990,24.0,Female,58333.16,58,5,101.52,0
CUST-10991,,Male,62658.01,14,8,96.94,0
CUST-10992,64.0,Male,59001.22,20,3,74.16,1
CUST-10993,40.0,Female,78019.58,30,6,56.36,0
CUST-10994,63.0,Male,37858.31,19,7,86.75,0
CUST-10995,60.0,Male,42814.09,53,8,186.82,0
CUST-10996,64.0,Male,,56,9,83.56,0
CUST-10997,62.0,Male,69943.45,23,9,45.96,0
CUST-10998,35.0,Female,71207.17,62,2,91.08,0
CUST-10999,55.0,Male,63122.06,33,4,113.59,1
CUST-11000,52.0,Female,76302.89,18,6,121.27,0
CUST-11001,68.0,Female,33795.26,33,9,164.19,1
CUST-11002,32.0,Male,85010.03,32,6,98.04,0
CUST-11003,42.0,Female,82418.3,61,6,111.24,0
CUST-11004,54.0,Male,68241.2,54,7,102.5,0
CUST-11005,45.0,Other,87072.38,17,5,196.19,0
CUST-11006,27.0,Male,25180.78,19,6,235.6,0
CUST-11007,56.0,Female,45559.93,70,1,77.97,0
CUST-11008,34.0,Female,41764.54,34,10,127.87,0
CUST-11009,56.0,Male,67986.63,25,8,187.06,0
CUST-11010,39.0,Female,36097.47,68,10,150.37,0
CUST-11011,43.0,Female,68634.91,11,11,54.64,0
CUST-11012,61.0,Male,79669.65,16,6,112.09,1
CUST-11013,42.0,Male,67513.65,61,7,96.74,0
CUST-11014,34.0,Female,60107.52,7,6,322.57,0
CUST-11015,30.0,Female,37218.28,16,7,129.33,1
CUST-11016,37.0,Other,39756.68,16,2,27.42,0
CUST-11017,42.0,Female,77493.14,40,5,90.14,0
CUST-11018,21.0,Other,69028.28,12,5,74.96,1
CUST-11019,27.0,Female,54297.65,35,4,76.8,0
CUST-11020,20.0,Male,47477.63,21,5,71.11,0
CUST-11021,58.0,Male,18535.46,50,7,145.45,0
CUST-11022,62.0,Female,35724.66,43,6,45.6,1
CUST-11023,35.0,Female,89405.54,17,4,124.11,0
CUST-11024,64.0,Male,31951.8,32,7,112.95,0
CUST-11025,53.0,Male,58410.64,41,6,141.96,0
CUST-11026,64.0,Other,73133.99,6,8,107.25,0
CUST-11027,39.0,Female,32411.39,27,3,44.31,0
CUST-11028,51.0,Male,,20,9,96.79,1
CUST-11029,64.0,Male,71882.48,25,5,83.98,1
CUST-11030,,Male,,66,7,138.63,0
CUST-11031,57.0,Male,106631.26,9,6,70.52,0
CUST-11032,66.0,Male,24965.21,53,7,93.79,0
CUST-11033,61.0,Male,74057.11,61,3,112.85,0
CUST-11034,36.0,Female,51889.57,38,8,162.64,0
CUST-11035,59.0,Male,68894.56,3,8,65.12,1
CUST-11036,58.0,Female,62943.53,70,10,156.28,0
CUST-11037,54.0,Female,41803.19,55,4,129.19,1
CUST-11038,23.0,Male,59121.94,1,4,103.77,1
CUST-11039,69.0,Female,21557.77,70,3,59.86,0
CUST-11040,43.0,Male,65858.46,45,8,101.74,0
CUST-11041,51.0,Female,60366.85,47,9,47.52,1
CUST-11042,62.0,Male,66495.88,26,9,115.34,0
CUST-11043,23.0,Female,74046.13,14,6,119.37,1
CUST-11044,54.0,Female,61617.16,54,5,192.52,0
CUST-11045,50.0,Male,57665.61,71,6,109.24,0
CUST-11046,39.0,Male,39140.77,46,9,51.27,0
CUST-11047,38.0,Female,42180.03,31,2,75.39,1
CUST-11048,23.0,Female,76361.22,59,8,58.99,0
CUST-11049,23.0,Male,80854.04,29,4,119.85,1
CUST-11050,65.0,Female,50714.01,17,6,138.53,1
CUST-11051,21.0,Male,55828.05,14,1,46.8,0
CUST-11052,47.0,Female,38716.94,36,10,73.77,0
CUST-11053,28.0,Male,76109.62,58,7,285.74,0
CUST-11054,47.0,Female,66977.5,24,4,73.08,0
CUST-11055,48.0,Male,89941.91,63,5,96.07,0
CUST-11056,41.0,Male,39190.18,25,6,94.62,1
CUST-11057,26.0,Male,48195.86,59,5,85.53,1
CUST-11058,20.0,Male,59166.03,32,5,110.78,0
CUST-11059,68.0,Female,66636.81,18,5,110.01,0
CUST-11060,48.0,Male,51117.98,37,7,100.51,1
CUST-11061,57.0,Female,39286.7,26,6,162.07,1
CUST-11062,54.0,Male,70865.34,9,6,170.22,0
CUST-11063,53.0,Male,,64,4,129.12,0
CUST-11064,41.0,Male,38507.07,20,6,94.17,0
CUST-11065,48.0,Male,79397.97,54,5,78.36,0
CUST-11066,23.0,Male,76063.58,30,7,89.43,0
CUST-11067,19.0,Male,57417.34,53,7,119.24,0
CUST-11068,37.0,Female,56432.76,63,4,88.31,1
CUST-11069,45.0,Male,64973.04,11,8,168.72,0
CUST-11070,28.0,Female,39489.34,31,5,57.66,0
CUST-11071,21.0,Female,55540.57,49,6,109.22,0
CUST-11072,32.0,Male,16257.1,19,4,56.91,1
CUST-11073,23.0,Male,70776.2,12,6,61.03,0
CUST-11074,66.0,Other,26893.12,15,5,82.86,1
CUST-11075,47.0,Female,82061.56,31,3,66.15,0
CUST-11076,55.0,Female,49057.84,43,7,132.96,0
CUST-11077,68.0,Male,51189.99,37,8,30.04,0
CUST-11078,19.0,Female,43700.79,29,2,73.77,1
CUST-11079,32.0,Female,49815.3,26,6,64.37,1
CUST-11080,28.0,Female,80533.56,2,5,62.87,1
CUST-11081,25.0,Other,15000.0,15,6,128.22,0
CUST-11082,,Male,77985.38,4,1,125.9,0
CUST-11083,68.0,Male,61084.42,50,6,141.12,1
CUST-11084,62.0,Female,,38,4,151.6,0
CUST-11085,61.0,Female,35644.38,23,7,102.48,1
CUST-11086,22.0,Male,85175.07,59,4,49.52,1
CUST-11087,23.0,Male,37980.88,28,6,72.27,0
CUST-11088,43.0,Male,34239.69,66,7,89.61,0
CUST-11089,21.0,Male,75471.66,8,3,920.0,1
CUST-11090,36.0,Female,61093.95,29,9,128.73,1
CUST-11091,37.0,Female,38117.34,11,5,89.02,1
CUST-11092,50.0,Male,58899.25,18,5,35.9,0
CUST-11093,37.0,Male,36536.45,55,10,124.32,0
CUST-11094,66.0,Male,74814.79,50,6,48.51,0
CUST-11095,29.0,Male,74104.68,14,6,68.93,0
CUST-11096,64.0,Female,64576.11,9,7,72.52,1
CUST-11097,18.0,Other,61509.9,11,3,89.8,0
CUST-11098,43.0,Female,86701.39,63,3,81.15,0
CUST-11099,31.0,Male,54994.35,67,6,80.45,0
CUST-11100,55.0,Female,33726.27,53,2,104.67,0
CUST-11101,54.0,Female,63090.53,39,12,175.02,0
CUST-11102,28.0,Female,92548.85,56,7,42.73,1
CUST-11103,53.0,Male,36734.33,28,5,39.05,0
CUST-11104,30.0,Male,48493.67,39,5,172.04,1
CUST-11105,60.0,Male,,25,7,139.63,0
CUST-11106,20.0,Male,54029.71,21,7,121.96,0
CUST-11107,50.0,Male,37318.54,10,7,55.96,1
CUST-11108,23.0,Male,75193.44,43,6,85.59,0
CUST-11109,67.0,Female,96760.73,15,3,112.29,0
CUST-11110,27.0,Female,58530.37,48,7,80.68,0
CUST-11111,22.0,Male,38726.77,21,6,29.9,0
CUST-11112,40.0,Male,27118.71,60,4,55.42,0
CUST-11113,27.0,Other,59643.57,50,8,54.98,0
CUST-11114,61.0,Female,74869.79,23,3,72.77,0
CUST-11115,19.0,Female,63553.02,13,5,75.4,1
CUST-11116,30.0,,54956.73,69,3,88.23,1
CUST-11117,57.0,Female,44393.11,4,3,114.11,0
CUST-11118,19.0,Other,35341.05,9,6,55.41,1
CUST-11119,,Male,70025.52,35,6,87.54,0
CUST-11120,18.0,Male,71447.89,21,3,86.64,1
CUST-11121,54.0,Male,27176.86,58,7,146.6,0
CUST-11122,26.0,Male,83617.1,18,4,65.66,1
CUST-11123,34.0,Male,65333.28,43,9,69.42,0
CUST-11124,26.0,Female,80192.7,6,5,63.36,0
CUST-11125,28.0,Female,30841.7,67,6,98.39,1
CUST-11126,32.0,Female,30415.17,12,3,84.52,0
CUST-11127,41.0,Male,52318.55,12,10,134.1,0
CUST-11128,55.0,Female,64050.12,66,4,71.51,0
CUST-11129,52.0,Female,87334.49,2,5,105.71,1
CUST-11130,47.0,Male,67709.42,15,6,109.4,1
CUST-11131,48.0,Female,50631.74,23,3,69.82,1
CUST-11132,66.0,Male,36525.35,29,11,67.72,1
CUST-11133,22.0,Male,77140.01,7,9,74.46,1
CUST-11134,61.0,Female,37635.3,28,9,60.36,1
CUST-11135,67.0,Male,84312.43,14,5,135.48,0
CUST-11136,31.0,Male,49881.08,44,9,81.42,0
CUST-11137,28.0,Female,83630.48,30,5,112.5,0
CUST-11138,26.0,Female,67220.76,32,4,97.18,0
CUST-11139,51.0,Male,52534.08,70,10,28.75,0
CUST-11140,29.0,Male,45650.87,6,8,120.84,0
CUST-11141,52.0,Male,48863.66,27,3,49.12,1
CUST-11142,52.0,Female,62709.7,24,5,93.18,1
CUST-11143,,Male,56388.82,34,10,1400.0,0
CUST-11144,57.0,Male,44311.39,40,6,118.0,0
CUST-11145,39.0,Other,52018.63,47,9,152.85,0
CUST-11146,46.0,Female,56414.39,24,8,151.8,0
CUST-11147,25.0,Male,16682.79,65,13,106.36,0
CUST-11148,28.0,Female,63247.03,18,3,84.15,0
CUST-11149,58.0,Female,37365.02,44,3,67.38,0
CUST-11150,54.0,Male,34240.02,57,10,142.34,0
CUST-11151,31.0,Male,24627.8,28,1,134.76,0
CUST-11152,47.0,Female,22709.94,71,6,59.33,0
CUST-11153,52.0,Male,30601.94,23,9,60.18,1
CUST-11154,38.0,Female,42237.62,34,4,86.13,1
CUST-11155,54.0,Male,90158.66,11,7,16.64,0
CUST-11156,22.0,Male,45534.17,35,4,45.72,0
CUST-11157,36.0,Male,,42,6,122.09,1
CUST-11158,31.0,Male,62208.66,28,5,38.57,1
CUST-11159,43.0,Male,57359.17,24,4,112.16,1
CUST-11160,21.0,Male,53606.02,8,5,79.95,0
CUST-11161,42.0,Female,33484.71,53,3,59.03,0
CUST-11162,62.0,,81116.7,4,8,125.1,0
CUST-11163,59.0,Female,87529.54,5,7,177.6,0
CUST-11164,42.0,Female,24712.14,49,7,67.02,1
CUST-11165,35.0,Male,36567.49,30,7,157.16,1
CUST-11166,57.0,Other,49963.41,63,6,104.47,0
CUST-11167,25.0,Male,37638.32,47,6,98.74,0
CUST-11168,56.0,Other,64107.38,26,6,172.08,0
CUST-11169,57.0,,41891.1,57,7,230.1,0
CUST-11170,31.0,Female,93971.01,37,4,63.08,0
CUST-11171,49.0,,76429.87,7,6,113.84,0
CUST-11172,68.0,Female,58826.33,40,5,106.54,1
CUST-11173,55.0,Male,73485.75,39,3,76.57,0
CUST-11174,50.0,Male,74906.21,62,7,83.8,0
CUST-11175,40.0,Female,44848.95,53,8,215.94,0
CUST-11176,32.0,Male,40308.09,4,9,72.03,0
CUST-11177,50.0,Female,56406.58,25,10,53.56,0
CUST-11178,42.0,,70509.45,7,7,137.36,1
CUST-11179,34.0,Male,57503.09,28,8,61.44,0
CUST-11180,50.0,Female,26614.06,69,3,175.49,1
CUST-11181,64.0,Female,40549.16,67,5,139.04,0
CUST-11182,19.0,Female,53668.49,20,3,37.25,0
CUST-11183,31.0,Other,53638.02,11,8,157.23,0
CUST-11184,57.0,Female,90505.76,67,4,227.53,0
CUST-11185,57.0,Other,30052.22,7,7,88.83,0
CUST-11186,68.0,Female,,23,4,35.74,0
CUST-11187,56.0,Male,81804.04,61,6,25.71,0
CUST-11188,,Male,95886.1,71,4,114.69,0
CUST-11189,23.0,Female,47720.85,34,6,151.35,0
CUST-11190,23.0,Male,63845.73,19,5,89.26,0
CUST-11191,20.0,Female,65255.69,58,8,187.01,0
CUST-11192,24.0,Female,58518.67,9,5,59.51,1
CUST-11193,68.0,Male,53220.79,48,4,134.29,0
CUST-11194,25.0,Female,62847.56,41,5,45.15,0
CUST-11195,59.0,Female,15000.0,48,6,157.24,0
CUST-11196,69.0,Female,67277.25,45,4,60.22,0
CUST-11197,32.0,Male,57271.2,25,4,76.99,0
CUST-11198,64.0,Male,50995.45,25,6,54.22,0
CUST-11199,46.0,Male,91843.52,19,6,106.31,0
CUST-11178,42.0,,70509.45,7,7,137.36,1
CUST-10865,61.0,,,29,7,73.46,0
CUST-10101,18.0,Male,,21,3,98.08,1
CUST-10439,68.0,Female,71240.99,51,3,55.44,0
CUST-10058,24.0,Male,45924.76,35,1,206.12,1
CUST-11120,18.0,Male,71447.89,21,3,86.64,1
CUST-10323,52.0,Female,38463.64,24,6,39.69,1
CUST-10974,52.0,Male,40956.42,7,7,109.62,0
CUST-10411,59.0,Female,69203.02,2,2,112.91,1
CUST-10855,45.0,Female,60788.68,41,3,113.16,0
CUST-10820,51.0,Female,15000.0,14,8,104.2,0
CUST-10044,38.0,,32456.92,18,7,90.19,0
CUST-10049,42.0,Female,58581.07,41,7,107.3,0
CUST-10849,21.0,Female,47877.75,68,9,138.6,0
CUST-10240,49.0,Female,38508.55,47,6,40.42,0
CUST-10170,46.0,Male,37652.34,57,3,105.57,1
CUST-10523,33.0,Male,39163.34,28,9,83.49,1
CUST-10765,25.0,Female,56903.57,27,8,127.48,0
CUST-10838,27.0,Female,62658.82,35,9,1250.0,1
CUST-10423,43.0,Male,60603.56,26,2,190.76,0
CUST-10380,52.0,Male,77273.89,50,9,103.82,0
CUST-10609,52.0,Male,20301.89,30,7,74.4,1
CUST-10676,27.0,Male,45527.54,44,3,105.47,0
CUST-10344,34.0,Female,39370.73,43,7,30.73,1
CUST-10109,41.0,Female,35197.22,36,6,137.96,1
