Age,Gender,AnnualIncome,TenureMonths,PurchaseFrequency,AvgOrderValue,CSAT_Rating,Churn
43,Male,42772.51,17,4,42.36,4,0
30,Male,40163.12,35,7,149.85,4,0
57,Female,69345.93,66,3,72.78,3,0
35,Male,63113.3,41,4,55.19,5,0
42,Male,61300.2,67,5,124.9,3,0
50,Male,43248.03,29,5,91.52,1,1
64,Male,78274.42,18,4,117.66,2,1
57,Male,55260.82,20,3,77.04,2,0
60,Unknown,97843.42,14,7,40.46,3,0
29,Male,57900.99,34,9,67.7,4,0
61,Female,12999.74,49,11,160.49,4,0
53,Female,12198.24,54,7,51.34,2,0
65,Female,66231.1,31,9,144.6,4,0
21,Male,78408.89,58,5,116.93,4,0
22,Female,40891.09,42,7,101.9,4,0
54,Female,92817.62,58,7,125.08,3,0
25,Female,84933.98,30,4,156.99,5,0
59,Female,58789.84,25,6,155.37,3,0
66,Female,64710.17,63,4,82.1,2,0
45,Male,71101.54,19,5,77.83,3,0
48,Female,89019.91,8,6,129.33,4,1
26,Female,67278.45,3,3,71.17,4,1
68,Female,58382.77,67,5,51.65,2,0
46,Unknown,67101.42,17,7,67.03,2,1
31,Male,64672.49,14,9,41.94,4,0
57,Unknown,71639.38,9,7,81.2,4,0
58,Male,26739.58,62,6,126.56,3,0
39,Male,60685.36,21,6,93.56,5,1
28,Male,63287.93,37,7,70.04,5,0
40,Male,53688.75,11,3,82.77,2,1
18,Female,69115.0,20,7,111.24,4,0
63,Male,89581.02,35,10,96.51,1,0
54,Male,57487.91,53,6,70.33,4,0
38,Female,67450.98,47,8,133.35,3,0
43,Female,83912.77,52,5,104.09,2,0
63,Female,57908.16,8,5,93.95,4,1
53,Female,39007.66,4,9,190.89,4,0
40,Female,66084.02,27,3,102.01,2,1
18,Male,15370.01,44,4,55.32,1,1
68,Male,13629.39,40,11,31.33,3,0
57,Female,60994.22,47,6,29.33,4,0
32,Male,12790.53,44,10,99.69,4,0
38,Female,31326.98,48,2,113.37,4,1
64,Male,48158.23,52,5,171.61,4,0
26,Male,42014.51,68,3,163.26,4,0
26,Female,52339.48,11,8,90.2,4,0
27,Female,75031.66,4,7,84.5,4,0
69,Female,59292.65,48,6,72.37,4,0
43,Female,39892.23,26,7,147.28,5,0
58,Male,79379.94,39,7,92.14,3,0
52,Male,29280.57,58,7,66.5,3,0
69,Female,58993.9,19,8,92.25,2,0
42,Female,27278.45,58,7,87.36,4,0
43,Male,59541.72,28,4,81.88,3,0
28,Female,49264.71,66,12,70.77,3,0
55,Male,74480.28,10,7,158.14,5,0
19,Male,67972.41,58,7,88.09,5,0
24,Male,44431.49,14,6,73.29,5,0
35,Female,40979.09,15,12,64.29,2,0
44,Female,49328.26,33,5,115.88,5,0
51,Male,88760.29,17,8,130.69,3,0
44,Female,84143.23,24,2,80.3,1,1
34,Male,37571.17,30,12,73.33,3,0
60,Male,69404.06,62,3,149.66,4,0
61,Male,23834.23,13,4,60.49,2,0
68,Male,46947.84,62,4,86.21,4,0
41,Male,38303.84,47,2,95.63,4,0
42,Female,74247.03,16,6,109.37,3,0
24,Female,31767.08,66,10,93.35,3,1
69,Female,62728.3,43,4,16.2,3,0
23,Male,55012.78,8,8,117.67,5,0
41,Male,51841.92,3,6,16.4,1,0
50,Male,85088.49,12,4,70.59,3,0
66,Male,86674.55,16,6,18.5,3,0
46,Female,52400.93,59,9,158.12,5,0
60,Male,48773.51,49,2,63.15,2,0
39,Female,27876.28,63,7,68.92,3,0
43,Female,54923.34,62,6,112.32,3,0
45,Male,90159.46,49,6,117.66,5,0
67,Female,52682.76,51,9,40.09,2,0
38,Female,68117.67,33,4,126.22,4,0
66,Female,29845.05,30,3,112.39,2,1
24,Female,47174.05,59,5,60.19,5,0
34,Male,63324.38,15,4,109.94,4,0
37,Male,56905.52,23,6,74.75,4,0
58,Male,69844.01,45,11,130.99,3,0
66,Male,44151.91,62,10,155.6,3,0
37,Female,23500.21,71,8,133.35,2,0
39,Male,75197.62,15,1,167.54,4,1
45,Female,38149.31,46,5,100.37,5,0
57,Female,64118.87,64,5,55.88,3,0
66,Male,63115.42,46,11,91.66,5,0
24,Male,25052.44,56,7,86.58,2,0
18,Female,73884.26,44,5,92.63,5,0
49,Female,44801.79,29,9,82.26,3,0
30,Female,55990.98,62,6,126.09,3,0
47,Male,48552.71,52,5,86.97,3,0
40,Male,84206.65,54,5,98.95,4,0
68,Male,79182.82,57,2,47.36,4,0
36,Male,22377.98,66,7,94.85,3,0
49,Female,95658.89,22,11,55.99,4,0
47,Female,42790.48,20,6,47.81,1,1
46,Female,92843.86,33,9,140.48,3,0
66,Female,50388.23,25,6,132.24,3,0
62,Female,48863.5,46,11,147.81,4,0
46,Male,50548.1,57,5,126.01,4,0
47,Male,47785.79,5,5,159.24,4,0
33,Female,100439.14,55,7,59.15,4,0
57,Male,53625.46,61,15,42.06,3,0
36,Female,49558.66,8,7,58.82,4,1
35,Female,56386.19,16,14,123.88,1,0
18,Male,37587.97,48,1,87.11,4,0
31,Female,83748.17,61,1,103.51,2,0
68,Female,28520.54,15,9,183.0,4,0
64,Female,43947.85,65,3,67.69,4,0
67,Female,71859.89,22,5,54.32,3,0
19,Female,55762.34,3,3,164.83,4,1
45,Male,64885.87,54,7,93.66,1,0
66,Male,82596.95,14,6,83.49,2,1
67,Female,73068.43,36,6,147.5,4,0
47,Female,57474.57,67,8,138.53,5,0
55,Male,92608.17,10,10,223.78,3,0
68,Male,43689.95,49,5,124.13,3,0
21,Female,53194.43,65,9,68.25,4,0
18,Female,54452.07,57,9,61.75,4,0
25,Female,53156.41,27,7,69.3,3,1
46,Female,35754.21,5,5,159.47,5,1
56,Male,26494.3,71,7,126.94,4,0
20,Male,62509.63,57,11,60.84,1,0
49,Female,43597.47,15,4,139.59,2,0
27,Male,89340.56,30,2,84.95,3,0
27,Male,53694.24,20,10,94.4,4,0
36,Male,50473.19,37,1,150.99,2,0
63,Female,74698.12,3,5,103.6,5,0
51,Female,62239.47,41,8,173.89,3,0
50,Male,51840.69,39,2,36.32,4,1
40,Male,43466.83,26,9,158.73,1,0
45,Female,120838.63,2,6,106.85,5,0
49,Unknown,61512.14,23,7,147.58,4,0
67,Male,74519.73,23,7,36.37,2,0
24,Female,36586.98,16,9,53.58,5,0
46,Male,44596.26,9,11,145.48,3,0
25,Female,93022.23,13,7,48.41,4,0
18,Male,80144.76,28,7,75.39,4,0
20,Male,63237.2,27,3,93.64,4,0
41,Female,48131.72,51,9,129.14,5,0
40,Female,50787.36,64,2,143.84,5,0
25,Male,42830.01,52,6,111.93,5,0
64,Female,34176.71,38,8,173.5,2,0
54,Male,71629.2,65,3,118.1,3,0
20,Female,64698.96,18,5,78.28,4,0
68,Male,68249.42,63,5,139.97,4,0
50,Female,48935.84,51,3,77.68,4,0
45,Male,59601.5,9,3,114.31,1,1
64,Female,47223.21,13,7,83.37,5,0
25,Female,41908.45,40,7,31.96,5,0
51,Female,85007.12,55,7,122.61,3,0
52,Female,57187.13,43,5,91.99,2,0
49,Female,64134.18,44,5,57.19,1,0
41,Male,70043.57,68,7,258.9,3,0
31,Male,57412.74,33,9,125.06,4,0
49,Female,59331.39,24,10,120.75,5,0
63,Male,35440.75,36,12,36.84,2,0
60,Female,38869.93,10,7,80.34,4,0
33,Unknown,37939.33,20,8,87.31,4,0
21,Male,65898.25,12,10,99.86,3,0
69,Female,56276.03,62,3,58.48,4,0
54,Male,38871.43,18,4,79.98,4,0
38,Female,65441.78,63,7,82.31,5,0
31,Male,64782.22,25,6,83.16,3,0
48,Male,42490.61,12,6,78.78,4,0
65,Female,54499.1,21,5,180.09,3,0
35,Female,64848.55,25,8,125.12,2,0
24,Female,39549.6,11,7,56.09,2,1
27,Female,65192.08,64,8,105.05,3,0
24,Male,60418.42,50,6,56.2,1,0
50,Female,37014.41,62,7,100.23,3,0
40,Male,58956.34,49,6,77.25,4,0
38,Female,61581.67,14,9,102.89,4,0
36,Female,43731.98,1,4,89.78,1,1
65,Female,45148.89,25,6,37.92,3,0
36,Female,36848.44,59,9,102.5,4,0
53,Male,46918.02,69,5,75.04,3,0
46,Female,54782.52,5,10,109.33,3,0
35,Male,45198.6,19,6,119.37,4,0
19,Female,28272.02,23,6,56.74,1,1
18,Male,42605.42,9,6,88.59,3,0
64,Female,47488.74,50,8,33.7,2,0
22,Female,69703.1,16,3,116.02,2,0
37,Male,65705.77,33,5,108.78,5,0
28,Male,70051.98,2,5,41.06,3,0
59,Female,41697.66,14,4,43.73,4,0
19,Male,57547.91,1,6,65.28,4,0
20,Male,11385.16,58,6,88.7,1,0
40,Male,62720.57,16,4,98.74,3,1
29,Male,65996.16,47,5,98.63,5,0
37,Female,48670.75,44,4,49.54,5,0
22,Female,60317.74,14,6,89.57,3,1
54,Male,27731.36,24,9,32.41,3,0
55,Male,40580.79,55,5,96.48,4,0
47,Male,68778.09,15,3,107.94,3,0
26,Male,64202.56,34,8,63.69,2,0
51,Male,47586.62,2,5,220.23,3,1
61,Male,69604.52,27,1,53.64,3,1
52,Male,57489.37,23,4,128.09,1,1
69,Female,45924.02,68,5,54.46,3,0
39,Male,51709.11,14,10,61.28,4,0
61,Female,46802.48,63,8,98.23,4,0
41,Female,33692.03,65,3,280.87,1,0
34,Female,77620.34,68,5,141.22,3,0
27,Female,44775.56,63,6,48.97,4,0
47,Female,40017.51,64,9,118.98,1,0
63,Female,27471.73,32,7,131.43,1,1
40,Female,7552.58,13,4,96.48,3,0
49,Female,67626.94,66,7,133.5,2,0
34,Female,69284.96,19,6,154.98,5,0
67,Female,76474.69,24,7,59.37,4,0
68,Male,52317.29,11,6,99.85,3,1
34,Male,49204.13,59,11,68.96,4,0
31,Male,45860.98,15,6,64.18,3,0
26,Female,47501.96,10,7,50.57,2,0
57,Female,75156.23,41,2,213.59,3,0
19,Female,54522.73,27,6,101.67,4,0
62,Female,61805.27,60,5,140.03,1,0
42,Male,47043.88,52,6,102.68,3,0
56,Male,78775.26,28,6,121.07,2,0
26,Female,20714.7,65,6,53.13,2,0
39,Female,33030.56,17,10,44.29,4,0
60,Unknown,61834.79,44,9,28.49,4,0
63,Male,86510.99,10,7,106.99,4,0
21,Female,50948.2,63,13,35.86,4,0
43,Female,39837.33,47,6,43.84,5,0
46,Female,73011.93,38,5,106.37,1,0
62,Female,60826.57,70,6,122.29,2,0
51,Female,78223.85,53,13,239.59,3,0
40,Male,31773.68,44,5,38.01,3,0
54,Female,76810.03,54,8,55.86,3,0
28,Female,27127.77,20,6,65.85,2,1
23,Female,49812.9,31,3,99.15,2,1
35,Female,62430.09,7,3,31.53,4,0
38,Male,58348.24,58,4,180.29,5,0
59,Male,74090.66,10,2,74.7,3,0
53,Unknown,22120.12,10,7,64.43,1,1
58,Female,57538.13,39,10,42.45,4,0
55,Female,76593.56,28,9,39.79,3,0
51,Male,56067.3,30,5,97.63,3,0
34,Female,34437.89,37,8,120.02,3,0
54,Female,73135.13,67,3,71.65,4,0
42,Female,43330.42,43,11,43.99,4,0
55,Male,40162.19,52,6,48.34,4,0
29,Female,37897.56,56,3,111.12,3,0
40,Female,51423.67,68,2,178.15,3,0
59,Male,58295.08,9,6,237.64,2,0
39,Female,32156.2,23,10,81.96,5,0
38,Female,35854.37,63,7,81.04,4,0
44,Female,42499.31,61,5,132.6,1,0
48,Female,37810.2,40,10,92.99,4,0
23,Male,55661.65,44,5,43.21,3,0
44,Male,61501.99,24,3,84.27,5,0
57,Male,59029.73,51,3,103.67,4,0
51,Male,59055.97,58,4,97.25,2,0
29,Female,85077.85,33,2,80.39,4,0
62,Male,62626.3,16,5,132.28,4,0
24,Female,69111.36,22,4,100.35,2,0
27,Unknown,47536.92,57,7,28.13,4,0
62,Female,71992.11,62,7,79.0,4,0
34,Female,46677.65,71,7,95.07,1,0
43,Female,62406.07,70,9,31.88,4,0
38,Female,30315.4,30,5,96.15,4,1
45,Male,57992.21,23,9,147.84,2,0
63,Male,37443.16,32,6,39.78,3,0
19,Female,71848.64,57,5,67.2,4,0
60,Female,70765.78,9,6,97.16,2,0
18,Female,46600.71,31,8,123.82,5,0
68,Female,91892.35,71,12,88.47,1,0
53,Female,49854.19,9,4,51.97,2,0
68,Male,25983.66,13,3,168.71,2,1
43,Unknown,40975.88,58,7,183.92,4,0
46,Female,36205.46,3,8,70.89,4,1
38,Male,61832.84,35,6,68.75,3,0
28,Female,32763.47,21,6,95.09,3,1
57,Male,45294.15,64,4,71.79,4,0
28,Female,60661.94,52,5,95.74,1,0
53,Female,57495.63,34,15,123.98,3,0
66,Male,54772.41,35,7,105.17,1,1
56,Female,57268.01,15,2,87.22,1,1
57,Female,48331.0,6,3,59.42,3,0
52,Male,26132.46,32,7,184.6,2,0
51,Male,47856.91,52,4,119.42,3,0
64,Female,63437.5,28,5,131.57,4,0
41,Male,52535.17,64,6,188.99,2,0
39,Male,62046.79,19,5,47.25,4,0
22,Male,44437.91,15,8,87.41,4,0
50,Male,72898.05,6,9,166.38,3,1
53,Female,8986.28,38,9,172.89,4,0
64,Female,57545.93,26,5,85.77,3,0
37,Male,79279.85,51,7,210.02,2,0
36,Female,81958.57,53,8,106.83,5,0
52,Male,50827.13,56,6,134.8,4,0
69,Female,31128.43,59,4,99.83,5,0
60,Unknown,79596.51,70,9,120.97,4,0
34,Male,54066.43,58,6,55.92,1,0
62,Female,52138.55,13,10,149.33,2,0
60,Female,38928.62,43,6,71.58,2,0
51,Male,32502.03,51,4,250.39,5,0
26,Male,65149.54,19,6,60.54,5,0
43,Male,67057.69,21,6,92.71,4,0
19,Female,58627.79,24,5,81.35,2,0
26,Unknown,41247.18,26,4,47.41,2,1
26,Female,35830.02,45,5,175.67,4,0
57,Female,29219.52,28,8,68.56,5,0
34,Female,44910.19,29,9,102.13,2,0
18,Female,36894.64,17,8,63.32,1,0
42,Female,24232.43,68,11,150.98,3,0
60,Male,66724.21,44,6,87.55,1,0
57,Female,31256.85,61,12,107.69,4,0
59,Female,72710.61,68,10,92.44,4,0
42,Male,62093.29,25,8,113.81,4,0
56,Female,60298.14,67,3,171.02,3,0
52,Male,84975.56,2,9,92.79,3,0
20,Female,31855.55,49,6,123.85,2,0
67,Female,70727.9,70,9,88.74,4,0
54,Male,49642.43,26,3,57.86,4,0
61,Male,101279.26,27,6,107.98,3,0
61,Male,48145.7,18,2,61.39,3,0
68,Female,45238.45,54,11,85.49,1,0
47,Male,62659.64,1,5,41.34,1,1
55,Female,51239.65,61,3,103.74,4,0
51,Male,41347.67,3,5,90.32,4,1
29,Unknown,37535.02,68,3,101.55,3,0
36,Female,81247.68,41,9,102.79,4,0
54,Female,34057.69,37,10,117.88,4,0
61,Female,59015.58,51,7,125.9,3,0
66,Female,74011.31,15,12,242.26,2,0
34,Female,74880.91,8,5,186.56,4,0
27,Male,44170.26,38,6,124.44,4,0
66,Male,51288.67,56,3,83.67,2,0
64,Male,47796.52,47,12,84.45,4,0
29,Male,27369.66,10,6,30.63,3,0
33,Male,64675.31,49,12,61.25,4,0
41,Female,55693.07,41,7,89.05,5,0
36,Unknown,80930.53,30,4,107.68,4,1
25,Male,40182.31,5,4,287.78,4,1
48,Female,74596.54,71,5,116.22,1,0
38,Male,75866.21,31,3,126.63,4,0
34,Female,55847.29,52,8,56.89,4,0
40,Female,15924.49,23,8,74.33,4,0
54,Female,45773.78,48,5,89.32,4,0
33,Unknown,87145.68,40,10,47.99,5,0
23,Male,60347.0,6,7,114.87,2,0
25,Female,67481.19,38,4,68.78,2,0
42,Female,53395.0,41,9,53.42,4,0
35,Male,50978.03,27,7,139.64,4,0
42,Female,21387.8,69,9,89.45,5,0
29,Male,69305.31,57,7,110.17,4,0
32,Female,74434.26,17,2,53.86,5,0
43,Male,37884.48,71,9,133.0,4,0
58,Male,51780.61,47,1,120.11,2,0
62,Female,49352.66,13,7,99.63,4,0
43,Female,62562.76,11,3,131.43,2,1
64,Male,45201.46,24,5,74.46,3,0
49,Male,71764.14,4,4,81.56,3,1
27,Female,56283.84,46,5,80.17,3,0
33,Male,9110.38,18,4,43.03,3,0
24,Male,62968.96,43,2,87.63,2,1
34,Female,72934.32,33,3,96.0,3,0
40,Female,34262.89,10,7,72.08,1,1
43,Male,62357.08,59,0,89.51,3,0
38,Female,87939.27,31,9,92.38,4,0
39,Female,57017.19,28,5,127.94,5,0
24,Female,75549.32,60,4,130.9,4,0
31,Female,47041.21,3,3,176.69,3,1
32,Male,54676.64,55,7,74.64,4,0
24,Male,51316.82,14,3,155.2,3,1
26,Male,48031.83,58,3,143.27,1,0
68,Female,52341.0,15,6,51.1,4,0
65,Male,25647.73,2,8,148.2,4,1
25,Female,49044.16,24,5,51.21,4,0
67,Male,79080.52,64,5,100.84,4,0
40,Male,37653.58,71,7,159.95,2,0
46,Female,35809.6,24,5,32.43,5,0
35,Male,56101.82,27,5,122.14,4,1
48,Male,57001.3,37,3,53.98,4,0
47,Female,61794.36,39,10,178.6,4,0
69,Male,52952.71,63,4,141.2,3,0
56,Female,56293.55,26,7,46.13,1,0
52,Female,48684.07,65,6,77.0,2,0
35,Male,32035.67,4,4,165.44,2,1
59,Female,53714.95,29,7,111.58,3,0
56,Female,68042.75,1,6,129.88,3,1
34,Male,64270.98,50,3,81.45,5,0
31,Male,23603.64,11,12,144.25,5,0
48,Male,59534.66,59,8,197.29,4,0
41,Female,38930.15,62,3,57.76,1,0
52,Male,80058.95,36,8,79.25,3,0
61,Female,60872.86,56,6,111.67,4,0
62,Female,71133.11,21,7,88.69,2,0
51,Female,55381.03,13,5,110.49,4,0
20,Male,53811.01,9,7,120.71,5,0
54,Male,81925.21,11,10,88.92,3,0
60,Female,72509.94,70,4,72.94,4,0
57,Male,57121.46,1,4,100.76,2,1
43,Male,51406.0,70,5,49.92,4,0
40,Male,24270.85,56,5,69.28,1,0
61,Male,60842.22,31,5,82.9,2,1
56,Female,52730.13,37,14,96.95,4,0
32,Male,64971.21,47,10,172.55,4,0
66,Male,70440.74,47,7,39.73,4,0
21,Male,77192.58,69,6,98.47,3,0
46,Female,61065.87,58,2,129.69,4,0
39,Female,36165.51,36,3,86.54,4,0
42,Male,16312.36,32,9,74.3,5,0
30,Female,40155.4,64,8,92.37,5,0
35,Female,79002.79,71,3,75.13,4,0
50,Female,87822.85,42,7,59.27,4,0
33,Female,50717.79,48,7,65.89,4,0
62,Male,28702.73,30,4,66.46,2,1
59,Male,43328.56,21,8,241.38,2,0
61,Male,75480.5,60,10,105.87,4,0
19,Male,44361.76,13,12,90.09,4,0
52,Unknown,65604.23,1,5,60.61,4,1
59,Male,58034.05,65,6,185.93,3,0
51,Male,67780.06,33,7,126.45,1,0
47,Female,87724.2,38,6,133.53,3,1
30,Female,65616.07,25,6,174.27,3,0
30,Male,57644.49,26,4,75.38,4,0
35,Male,89710.72,59,7,176.27,5,0
49,Male,61291.94,33,3,110.16,2,0
49,Female,40726.95,41,6,152.41,4,0
52,Male,67374.38,30,5,96.93,3,0
56,Male,63054.2,57,4,76.18,5,0
63,Female,49457.76,49,2,132.76,5,0
69,Male,45683.45,48,6,56.13,3,0
46,Female,49631.33,49,8,125.96,5,0
66,Female,45425.99,47,7,24.36,4,0
46,Male,50216.32,56,2,44.43,2,0
61,Female,39829.66,65,11,64.39,4,1
33,Female,61950.78,12,9,87.96,2,0
61,Male,60601.62,69,6,135.62,4,0
64,Female,61213.63,6,7,68.24,5,0
27,Female,53877.35,65,8,116.73,4,0
47,Female,51802.06,25,7,89.67,3,1
42,Male,80956.1,1,3,148.71,3,1
56,Unknown,56213.31,32,6,61.24,1,1
37,Male,77747.8,3,6,81.81,3,0
22,Male,37064.51,49,6,162.62,2,0
18,Male,65605.2,19,8,58.1,4,0
47,Male,41775.35,60,7,123.81,4,0
66,Female,44989.27,29,8,36.55,4,0
20,Male,47585.69,50,1,169.07,1,0
62,Male,46457.22,2,8,64.71,3,0
31,Female,46547.12,56,4,67.76,3,0
47,Male,76910.95,17,7,49.33,2,0
67,Male,55817.4,60,4,119.75,3,0
21,Male,59051.0,36,8,101.52,3,0
35,Male,46771.12,61,5,59.93,4,0
54,Male,70424.91,17,7,93.49,5,0
42,Female,61391.01,49,5,230.2,3,0
65,Male,49439.28,60,9,147.35,4,0
18,Male,26482.89,20,8,162.07,2,0
63,Female,58893.34,50,3,66.87,5,0
32,Female,65362.23,3,4,62.1,2,0
26,Male,37380.74,43,9,39.57,2,0
32,Female,49682.9,57,4,108.99,2,0
66,Male,64668.89,50,1,82.91,3,0
41,Female,26723.29,68,2,167.69,4,0
21,Female,43320.66,50,7,162.31,5,0
29,Male,61784.36,37,4,118.46,4,0
54,Female,74890.33,46,9,52.01,3,0
54,Male,94344.04,42,11,49.98,4,0
60,Female,90255.79,15,5,29.62,4,0
23,Male,57587.85,33,8,60.68,4,0
56,Female,46283.92,11,5,51.99,4,0
63,Female,71616.2,20,7,122.23,4,0
41,Female,45215.33,24,3,80.58,4,1
28,Male,41282.28,64,5,72.76,4,0
30,Female,49505.21,65,6,89.74,2,0
51,Female,47247.88,17,6,96.43,2,0
42,Female,62427.35,61,5,69.79,4,0
24,Female,44156.77,15,10,82.15,5,0
69,Female,56532.2,51,9,127.72,3,0
21,Male,83709.16,27,6,137.99,5,0
25,Male,57198.53,61,7,51.55,2,0
37,Female,82301.36,58,1,86.26,3,0
46,Male,76637.02,31,3,175.97,3,0
68,Unknown,65656.72,12,3,177.84,5,0
62,Female,48625.25,46,14,168.03,3,0
63,Female,73729.14,31,4,113.0,3,0
27,Male,50500.45,32,6,84.1,2,0
60,Female,54963.83,32,7,31.9,4,0
51,Female,60943.58,53,4,57.06,5,0
43,Female,54903.39,61,5,90.54,3,1
58,Female,42035.18,46,2,129.69,4,0
66,Male,27512.22,7,7,117.64,5,0
20,Female,72264.39,4,6,50.08,1,0
23,Female,65266.16,52,6,74.92,4,0
22,Male,24029.0,31,10,171.32,3,0
22,Male,41557.83,36,6,85.96,2,0
64,Female,58223.18,54,7,15.75,4,0
40,Female,62966.3,54,7,118.35,4,0
66,Unknown,27667.83,17,5,76.94,3,0
26,Female,53393.7,30,8,38.75,1,0
52,Male,64713.78,22,6,103.59,5,0
37,Male,48672.79,43,8,84.2,4,0
66,Male,59604.93,27,5,87.7,3,1
59,Male,46224.07,37,6,97.42,4,0
52,Male,71365.53,46,5,59.42,1,0
67,Male,40612.86,35,7,95.08,3,1
35,Male,34442.59,4,6,60.51,4,1
34,Female,55520.68,26,2,118.71,4,0
41,Male,29196.53,19,4,307.94,2,0
20,Female,17108.0,45,5,67.47,4,0
49,Female,74507.24,26,6,172.27,3,0
52,Male,37283.96,22,8,90.57,4,1
55,Male,30994.27,58,9,96.86,3,0
30,Male,40388.34,63,8,85.81,3,0
64,Male,39580.29,28,6,66.65,2,0
42,Female,52441.99,65,4,74.02,4,0
26,Male,35317.24,44,11,198.26,3,0
21,Male,63967.35,43,5,59.4,1,1
31,Male,66632.21,37,12,143.47,1,0
54,Unknown,32050.15,66,8,78.79,3,0
51,Female,43874.26,17,4,35.36,2,1
28,Female,45584.97,40,2,94.59,4,0
58,Male,52029.87,38,5,233.87,3,0
20,Female,74488.3,61,8,133.01,4,0
45,Female,75525.64,9,3,24.45,5,1
46,Female,99979.61,61,5,127.22,4,0
26,Unknown,14151.27,16,10,82.43,4,0
20,Male,38362.68,2,3,52.96,4,1
42,Female,87652.17,43,3,77.08,5,0
51,Female,22587.39,42,8,54.37,2,0
29,Male,87242.77,57,1,37.0,4,0
59,Male,57652.32,67,9,64.03,5,0
26,Unknown,58314.39,30,7,70.48,3,0
32,Male,31963.64,13,2,69.48,3,1
57,Female,46879.06,19,8,76.18,5,0
42,Unknown,86452.77,7,6,67.19,4,1
22,Female,54141.7,9,7,92.45,3,0
28,Male,46999.02,54,9,170.54,4,0
51,Female,62302.95,61,8,39.05,3,0
41,Male,51540.08,2,9,109.86,2,1
32,Female,61212.72,50,5,109.32,4,0
55,Male,39704.66,31,8,55.04,4,0
25,Female,53611.25,33,7,153.58,4,0
22,Female,43460.63,11,9,39.87,3,0
65,Female,22528.6,33,5,127.57,4,0
43,Female,63675.24,7,7,97.4,3,0
35,Female,32792.09,31,3,53.68,4,0
23,Female,52034.66,48,8,171.99,2,0
54,Male,71669.23,47,5,38.56,3,0
65,Female,28039.36,53,6,156.78,5,0
30,Male,65884.31,19,7,67.6,2,0
45,Female,49603.36,6,5,82.57,4,0
22,Male,37602.58,49,9,52.3,3,1
30,Male,91412.62,50,6,70.32,1,0
34,Female,54989.99,12,6,135.99,2,1
67,Male,44774.33,23,7,107.42,4,0
57,Male,40956.17,54,6,191.34,3,0
62,Female,70860.92,69,3,56.71,4,0
49,Female,43982.99,59,8,77.27,4,0
46,Female,68617.33,36,9,111.08,3,0
68,Male,54955.36,3,11,111.34,3,0
20,Female,75091.39,58,2,80.35,3,0
57,Male,36234.29,55,3,49.31,5,0
51,Female,38744.86,57,6,159.75,3,0
57,Female,49941.9,17,4,56.77,2,1
44,Female,51434.8,39,7,68.71,3,0
30,Male,48617.97,68,7,331.58,4,0
62,Male,102365.93,55,4,80.62,4,0
50,Male,92138.45,45,5,106.26,5,0
23,Male,60382.99,1,4,53.77,5,0
41,Male,62505.5,21,6,79.34,3,0
36,Female,50744.22,21,7,132.08,3,1
33,Male,36103.14,52,5,177.71,4,0
57,Female,51722.7,43,4,63.41,5,0
45,Male,68880.12,52,6,37.63,3,0
50,Female,78501.28,67,10,109.69,3,0
65,Female,72922.75,44,9,42.54,5,0
58,Male,27824.06,32,5,103.26,3,0
30,Male,49793.9,10,4,83.8,4,0
60,Female,28560.38,64,5,35.79,5,0
62,Male,76039.18,69,6,80.97,4,0
42,Female,47577.08,68,5,55.26,3,0
59,Female,54152.02,28,6,193.94,3,0
53,Female,63640.9,53,4,75.14,3,0
44,Male,104790.52,51,10,125.95,5,0
55,Female,59828.95,53,10,95.66,5,0
24,Female,50711.12,4,9,118.06,4,1
22,Female,32661.24,17,2,168.16,4,0
60,Male,81255.51,67,8,55.4,1,0
62,Female,51730.54,47,8,61.79,4,0
68,Female,84828.56,56,13,71.36,3,0
48,Female,74901.04,23,3,166.79,4,0
40,Male,46666.79,18,4,130.46,4,1
59,Female,29939.03,1,7,85.16,4,1
27,Male,59906.24,35,5,79.08,5,1
49,Female,43931.74,64,7,72.92,1,0
60,Female,55708.23,58,6,109.16,4,0
47,Female,73882.89,59,3,162.98,3,0
56,Female,25235.52,1,8,113.05,4,0
48,Male,59763.05,3,13,92.78,4,0
35,Unknown,68672.73,67,9,120.6,1,0
53,Male,69545.99,37,8,67.37,3,0
19,Female,30456.24,29,7,176.53,2,0
31,Female,62548.06,33,5,176.34,2,0
30,Female,76663.66,61,9,90.17,4,0
46,Male,61178.21,4,7,64.52,3,0
29,Female,52917.5,14,8,64.51,3,0
56,Female,75513.03,33,5,78.1,3,0
19,Male,42502.26,22,5,105.25,4,0
49,Female,27463.01,48,6,34.98,4,1
30,Male,51389.24,3,6,83.6,3,0
63,Male,64630.81,23,11,133.66,4,0
44,Male,73700.86,68,8,75.89,4,0
66,Male,64549.05,21,1,60.82,2,0
58,Female,70044.78,43,5,101.53,4,0
34,Male,73815.61,26,7,84.53,3,0
57,Male,48891.21,41,9,120.29,2,1
48,Male,52337.09,38,9,49.87,4,0
51,Female,78169.02,11,4,103.0,2,1
41,Female,33217.17,29,11,138.36,4,0
62,Male,62724.39,60,7,26.31,1,1
52,Male,42099.24,67,3,163.02,2,0
65,Female,74804.71,65,8,104.85,4,0
23,Male,54677.16,61,8,63.89,4,0
36,Female,55136.69,19,4,166.77,4,0
47,Male,86119.84,46,9,26.45,3,0
24,Female,35631.23,49,6,57.91,5,0
27,Male,58884.75,22,9,80.1,5,0
58,Female,51757.73,57,1,38.94,4,0
