TenureMonths,PurchaseFrequency,AvgOrderValue,AnnualIncome,CSAT_Rating,SupportTickets,AnnualSpend,IncomeSpendRatio,EngagementScore,TenureSpendVelocity,Churn
6,7,126.12,50903.57,4,5,10594.08,0.2081,1.167,1765.68,1
51,9,99.27,46212.65,4,2,10721.16,0.232,3.0,210.22,0
62,10,116.66,50216.48,4,1,13999.2,0.2788,5.0,225.79,0
57,6,49.12,37921.89,4,2,3536.64,0.0933,2.0,62.05,0
66,8,97.46,33966.7,1,1,9356.16,0.2755,4.0,141.76,0
8,8,129.11,55738.8,3,3,12394.56,0.2224,2.0,1549.32,1
26,8,57.71,57054.08,4,5,5540.16,0.0971,1.333,213.08,1
51,6,38.33,59029.76,3,5,2759.76,0.0468,1.0,54.11,0
45,6,56.57,54389.04,3,5,4073.04,0.0749,1.0,90.51,1
44,4,156.72,53504.42,2,1,7522.56,0.1406,2.0,170.97,0
5,10,52.49,33344.63,3,5,6298.8,0.1889,1.667,1259.76,1
70,3,94.02,46227.36,5,2,3384.72,0.0732,1.0,48.35,0
26,4,37.61,57902.94,3,3,1805.28,0.0312,1.0,69.43,1
68,8,61.32,45302.66,4,2,5886.72,0.1299,2.667,86.57,0
19,7,101.96,60259.04,4,2,8564.64,0.1421,2.333,450.77,0
20,4,93.06,52566.23,1,1,4466.88,0.085,2.0,223.34,1
12,5,145.86,52427.44,5,1,8751.6,0.1669,2.5,729.3,1
47,4,111.42,58730.84,3,2,5348.16,0.0911,1.333,113.79,1
1,4,57.7,63732.58,5,0,2769.6,0.0435,4.0,2769.6,0
14,7,83.95,67744.38,1,6,7051.8,0.1041,1.0,503.7,1
64,5,76.34,90694.77,2,4,4580.4,0.0505,1.0,71.57,0
38,5,29.32,70548.07,3,0,1759.2,0.0249,5.0,46.29,0
37,6,180.0,28352.01,3,1,12960.0,0.4571,3.0,350.27,0
11,6,94.99,35490.48,5,0,6839.28,0.1927,6.0,621.75,0
3,5,102.61,50056.36,1,0,6156.6,0.123,5.0,2052.2,0
33,3,124.35,41267.49,4,3,4476.6,0.1085,0.75,135.65,0
6,6,125.09,62028.94,2,4,9006.48,0.1452,1.2,1501.08,0
50,5,130.97,63938.66,4,3,7858.2,0.1229,1.25,157.16,0
10,5,78.31,46296.77,4,0,4698.6,0.1015,5.0,469.86,0
5,8,74.08,76414.15,4,1,7111.68,0.0931,4.0,1422.34,1
23,5,148.34,81175.6,2,1,8900.4,0.1096,2.5,386.97,0
10,9,182.01,22387.1,4,2,19657.08,0.8781,3.0,1965.71,1
44,9,37.54,29280.2,2,4,4054.32,0.1385,1.8,92.14,1
2,3,145.96,74750.32,2,0,5254.56,0.0703,3.0,2627.28,0
13,5,83.97,70656.92,4,1,5038.2,0.0713,2.5,387.55,0
40,7,90.36,64047.73,5,1,7590.24,0.1185,3.5,189.76,0
2,4,23.04,55196.92,5,1,1105.92,0.02,2.0,552.96,0
65,4,93.97,53143.9,4,0,4510.56,0.0849,4.0,69.39,0
63,5,71.34,64658.79,4,4,4280.4,0.0662,1.0,67.94,0
17,8,27.72,58176.58,5,3,2661.12,0.0457,2.0,156.54,0
9,4,154.81,78539.01,4,2,7430.88,0.0946,1.333,825.65,0
15,6,102.09,42737.61,3,2,7350.48,0.172,2.0,490.03,0
24,6,109.02,55323.92,5,3,7849.44,0.1419,1.5,327.06,0
38,3,154.23,71026.04,3,2,5552.28,0.0782,1.0,146.11,0
35,3,126.11,57959.53,2,2,4539.96,0.0783,1.0,129.71,0
49,6,48.05,67116.87,4,5,3459.6,0.0515,1.0,70.6,0
69,7,138.84,66855.19,2,2,11662.56,0.1744,2.333,169.02,0
62,6,41.93,47352.86,3,2,3018.96,0.0638,2.0,48.69,0
60,7,121.79,36627.98,3,3,10230.36,0.2793,1.75,170.51,0
50,5,199.1,41539.91,4,1,11946.0,0.2876,2.5,238.92,0
9,6,122.27,35492.2,5,1,8803.44,0.248,3.0,978.16,0
34,7,79.81,21592.27,2,3,6704.04,0.3105,1.75,197.18,1
35,4,195.99,74651.7,3,0,9407.52,0.126,4.0,268.79,0
1,5,101.89,21051.59,2,1,6113.4,0.2904,2.5,6113.4,1
40,8,58.55,88506.28,4,4,5620.8,0.0635,1.6,140.52,0
64,6,68.75,45499.83,4,3,4950.0,0.1088,1.5,77.34,0
22,9,67.69,49989.6,4,2,7310.52,0.1462,3.0,332.3,0
60,2,216.55,27731.92,3,4,5197.2,0.1874,0.4,86.62,1
64,8,121.35,61922.2,4,2,11649.6,0.1881,2.667,182.02,0
11,5,123.29,50303.94,4,1,7397.4,0.1471,2.5,672.49,0
14,9,114.23,56099.76,2,2,12336.84,0.2199,3.0,881.2,0
60,9,105.33,40831.78,3,2,11375.64,0.2786,3.0,189.59,0
30,4,74.54,63654.68,3,1,3577.92,0.0562,2.0,119.26,0
35,2,52.04,40169.49,5,6,1248.96,0.0311,0.286,35.68,1
37,6,109.71,56417.79,5,2,7899.12,0.14,2.0,213.49,0
5,6,193.33,63315.67,4,4,13919.76,0.2198,1.2,2783.95,1
26,7,107.19,81123.56,5,3,9003.96,0.111,1.75,346.31,0
62,8,161.27,69506.22,4,4,15481.92,0.2227,1.6,249.71,0
4,5,36.93,56617.82,5,1,2215.8,0.0391,2.5,553.95,0
42,8,107.44,54856.58,1,4,10314.24,0.188,1.6,245.58,1
18,10,72.31,60641.42,3,1,8677.2,0.1431,5.0,482.07,0
40,5,57.06,68800.82,4,1,3423.6,0.0498,2.5,85.59,0
39,3,174.8,41602.39,4,0,6292.8,0.1513,3.0,161.35,0
14,5,76.77,71257.77,2,1,4606.2,0.0646,2.5,329.01,0
32,3,121.23,38134.1,3,3,4364.28,0.1144,0.75,136.38,1
51,8,88.98,63213.64,3,0,8542.08,0.1351,8.0,167.49,0
38,9,47.97,64745.69,3,3,5180.76,0.08,2.25,136.34,1
23,7,128.82,42911.83,3,0,10820.88,0.2522,7.0,470.47,0
63,7,79.34,27237.15,4,2,6664.56,0.2447,2.333,105.79,0
15,6,137.48,50237.76,5,3,9898.56,0.197,1.5,659.9,1
25,9,61.55,7662.32,4,5,6647.4,0.6647,1.5,265.9,1
17,5,72.95,51789.44,5,2,4377.0,0.0845,1.667,257.47,0
66,5,119.2,32531.67,5,1,7152.0,0.2198,2.5,108.36,0
53,5,63.95,111038.53,3,5,3837.0,0.0346,0.833,72.4,1
51,6,127.86,74056.51,3,1,9205.92,0.1243,3.0,180.51,0
39,2,33.13,56299.59,1,5,795.12,0.0141,0.333,20.39,0
51,6,52.41,78983.38,5,3,3773.52,0.0478,1.5,73.99,0
70,6,96.85,67690.63,1,0,6973.2,0.103,6.0,99.62,0
6,5,123.4,34056.28,4,0,7404.0,0.2174,5.0,1234.0,1
67,7,98.88,43742.16,3,2,8305.92,0.1899,2.333,123.97,0
7,6,116.98,73530.41,5,3,8422.56,0.1145,1.5,1203.22,1
51,5,77.12,37710.33,3,2,4627.2,0.1227,1.667,90.73,1
42,3,31.7,62115.72,4,0,1141.2,0.0184,3.0,27.17,0
64,5,81.7,67145.64,3,1,4902.0,0.073,2.5,76.59,0
15,5,82.58,50308.42,3,3,4954.8,0.0985,1.25,330.32,0
29,5,155.22,57741.94,4,2,9313.2,0.1613,1.667,321.14,0
33,4,126.71,69972.29,5,5,6082.08,0.0869,0.667,184.31,0
27,4,54.65,69113.61,4,4,2623.2,0.038,0.8,97.16,1
36,4,27.25,63067.19,5,1,1308.0,0.0207,2.0,36.33,1
29,3,88.73,54766.82,4,2,3194.28,0.0583,1.0,110.15,0
38,9,72.08,65572.4,4,2,7784.64,0.1187,3.0,204.86,1
57,6,186.75,18612.35,3,3,13446.0,0.7224,1.5,235.89,0
27,6,157.37,81560.43,3,1,11330.64,0.1389,3.0,419.65,0
55,8,47.95,52613.97,2,2,4603.2,0.0875,2.667,83.69,0
33,1,125.01,41770.59,5,3,1500.12,0.0359,0.25,45.46,0
68,7,116.28,65790.35,5,0,9767.52,0.1485,7.0,143.64,0
66,2,114.29,65285.73,4,2,2742.96,0.042,0.667,41.56,0
10,1,265.41,37424.32,3,2,3184.92,0.0851,0.333,318.49,1
5,6,90.08,56215.72,3,2,6485.76,0.1154,2.0,1297.15,1
38,7,131.83,55672.03,5,1,11073.72,0.1989,3.5,291.41,0
13,2,140.08,54497.5,1,1,3361.92,0.0617,1.0,258.61,1
31,6,109.98,84232.36,5,4,7918.56,0.094,1.2,255.44,0
47,6,185.62,54637.2,3,1,13364.64,0.2446,3.0,284.35,0
52,7,102.81,52661.71,3,2,8636.04,0.164,2.333,166.08,1
56,5,136.79,42753.38,5,0,8207.4,0.192,5.0,146.56,0
15,5,67.56,40152.89,2,1,4053.6,0.101,2.5,270.24,0
29,3,52.22,62056.77,3,1,1879.92,0.0303,1.5,64.82,1
8,6,118.81,46543.24,5,1,8554.32,0.1838,3.0,1069.29,1
5,9,92.15,51617.27,4,0,9952.2,0.1928,9.0,1990.44,0
29,7,94.59,58567.03,4,1,7945.56,0.1357,3.5,273.98,0
47,7,80.77,56146.41,4,2,6784.68,0.1208,2.333,144.35,0
68,6,135.45,57429.3,1,0,9752.4,0.1698,6.0,143.42,0
45,3,101.97,57363.7,2,1,3670.92,0.064,1.5,81.58,0
2,3,228.73,66242.81,4,2,8234.28,0.1243,1.0,4117.14,1
27,5,100.45,102538.55,3,2,6027.0,0.0588,1.667,223.22,0
36,8,112.37,77127.59,3,1,10787.52,0.1399,4.0,299.65,0
36,9,142.98,48478.78,4,4,15441.84,0.3185,1.8,428.94,0
26,4,118.44,76879.12,1,2,5685.12,0.0739,1.333,218.66,1
43,5,53.36,36031.77,4,4,3201.6,0.0889,1.0,74.46,0
27,6,86.0,44807.36,1,1,6192.0,0.1382,3.0,229.33,0
69,10,65.36,67723.89,1,2,7843.2,0.1158,3.333,113.67,0
20,8,115.7,67165.6,3,4,11107.2,0.1654,1.6,555.36,1
11,5,106.3,65827.65,5,2,6378.0,0.0969,1.667,579.82,0
38,6,139.01,44374.64,2,5,10008.72,0.2256,1.0,263.39,1
6,4,147.49,44498.01,4,2,7079.52,0.1591,1.333,1179.92,1
23,5,65.32,57360.73,4,1,3919.2,0.0683,2.5,170.4,0
47,7,146.17,50458.78,2,1,12278.28,0.2433,3.5,261.24,1
46,3,156.28,70987.16,4,1,5626.08,0.0793,1.5,122.31,0
12,9,58.81,50007.99,5,2,6351.48,0.127,3.0,529.29,0
13,6,112.45,49477.37,4,1,8096.4,0.1636,3.0,622.8,0
62,5,169.21,25734.86,2,2,10152.6,0.3945,1.667,163.75,0
60,8,85.36,70755.94,4,4,8194.56,0.1158,1.6,136.58,1
43,7,94.84,60802.79,4,2,7966.56,0.131,2.333,185.27,0
68,8,112.13,13851.95,1,5,10764.48,0.7771,1.333,158.3,1
5,5,15.27,63010.34,2,3,916.2,0.0145,1.25,183.24,0
37,4,101.12,47778.82,2,4,4853.76,0.1016,0.8,131.18,1
31,9,104.11,68966.98,2,1,11243.88,0.163,4.5,362.71,0
9,7,125.59,53108.02,3,1,10549.56,0.1986,3.5,1172.17,0
51,4,127.83,40521.26,3,2,6135.84,0.1514,1.333,120.31,1
29,6,93.33,86122.85,3,1,6719.76,0.078,3.0,231.72,0
40,7,194.12,83295.42,5,3,16306.08,0.1958,1.75,407.65,0
41,4,65.21,51657.77,4,2,3130.08,0.0606,1.333,76.34,0
11,7,137.13,61707.5,5,0,11518.92,0.1867,7.0,1047.17,0
23,3,27.97,46733.93,4,0,1006.92,0.0215,3.0,43.78,0
1,4,97.83,24283.2,2,0,4695.84,0.1934,4.0,4695.84,0
46,7,25.07,78718.56,3,2,2105.88,0.0268,2.333,45.78,0
21,5,100.86,40640.65,4,2,6051.6,0.1489,1.667,288.17,1
36,6,117.75,77923.73,2,1,8478.0,0.1088,3.0,235.5,0
54,3,81.8,67550.11,2,3,2944.8,0.0436,0.75,54.53,1
57,4,96.5,60168.87,3,1,4632.0,0.077,2.0,81.26,0
1,6,132.05,54263.5,3,2,9507.6,0.1752,2.0,9507.6,0
63,6,13.32,67625.94,3,1,959.04,0.0142,3.0,15.22,0
54,5,75.31,38252.64,2,2,4518.6,0.1181,1.667,83.68,0
55,6,171.5,79019.5,3,2,12348.0,0.1563,2.0,224.51,1
40,9,52.71,57577.74,4,1,5692.68,0.0989,4.5,142.32,0
15,7,68.99,81910.44,3,2,5795.16,0.0707,2.333,386.34,0
21,4,32.62,52798.41,4,0,1565.76,0.0297,4.0,74.56,0
47,6,75.64,57565.07,4,3,5446.08,0.0946,1.5,115.87,0
53,6,91.08,59750.07,4,1,6557.76,0.1098,3.0,123.73,0
9,7,260.84,65368.06,3,3,21910.56,0.3352,1.75,2434.51,1
52,4,114.35,87595.72,4,4,5488.8,0.0627,0.8,105.55,0
57,5,77.37,47114.76,1,1,4642.2,0.0985,2.5,81.44,0
26,5,42.32,52697.77,3,5,2539.2,0.0482,0.833,97.66,1
41,5,69.26,54653.77,4,0,4155.6,0.076,5.0,101.36,0
35,3,62.62,13321.98,2,3,2254.32,0.1692,0.75,64.41,1
63,7,29.47,45011.68,3,3,2475.48,0.055,1.75,39.29,0
25,5,51.86,46182.75,2,2,3111.6,0.0674,1.667,124.46,0
38,12,78.6,102485.85,1,1,11318.4,0.1104,6.0,297.85,0
2,5,84.16,59652.47,3,0,5049.6,0.0847,5.0,2524.8,0
7,6,130.99,63882.68,5,5,9431.28,0.1476,1.0,1347.33,1
34,3,175.04,28564.02,3,0,6301.44,0.2206,3.0,185.34,0
17,4,83.27,53870.9,3,0,3996.96,0.0742,4.0,235.12,0
43,6,139.22,71849.78,4,1,10023.84,0.1395,3.0,233.11,0
59,6,77.43,100299.64,4,2,5574.96,0.0556,2.0,94.49,0
51,7,59.95,42682.64,5,1,5035.8,0.118,3.5,98.74,0
54,5,128.03,22319.57,5,5,7681.8,0.3442,0.833,142.26,1
24,13,76.81,41043.38,4,1,11982.36,0.2919,6.5,499.27,0
25,1,63.89,41116.13,5,2,766.68,0.0186,0.333,30.67,1
71,6,58.52,41284.41,3,3,4213.44,0.1021,1.5,59.34,0
52,4,39.55,71335.13,4,1,1898.4,0.0266,2.0,36.51,0
70,3,96.37,61170.11,5,1,3469.32,0.0567,1.5,49.56,1
33,4,70.86,34688.46,4,1,3401.28,0.0981,2.0,103.07,1
49,3,141.62,80491.66,5,2,5098.32,0.0633,1.0,104.05,0
29,4,195.61,89074.65,2,1,9389.28,0.1054,2.0,323.77,1
63,6,58.34,24309.84,3,2,4200.48,0.1728,2.0,66.67,0
22,6,46.36,76197.66,5,2,3337.92,0.0438,2.0,151.72,0
26,10,177.42,51937.87,3,4,21290.4,0.4099,2.0,818.86,0
28,6,100.92,38043.76,4,1,7266.24,0.191,3.0,259.51,1
49,6,99.23,28806.49,1,3,7144.56,0.248,1.5,145.81,1
71,3,109.71,46849.87,4,3,3949.56,0.0843,0.75,55.63,0
49,7,152.8,45606.6,5,3,12835.2,0.2814,1.75,261.94,0
20,5,152.33,57654.89,3,3,9139.8,0.1585,1.25,456.99,1
63,7,125.29,93628.77,1,0,10524.36,0.1124,7.0,167.05,0
61,3,52.54,45857.42,1,0,1891.44,0.0412,3.0,31.01,0
49,8,35.29,29681.84,5,2,3387.84,0.1141,2.667,69.14,0
71,8,52.79,49056.79,4,2,5067.84,0.1033,2.667,71.38,0
1,6,41.14,73756.13,2,0,2962.08,0.0402,6.0,2962.08,0
13,8,132.07,50541.73,1,1,12678.72,0.2509,4.0,975.29,0
51,8,68.52,66726.59,4,0,6577.92,0.0986,8.0,128.98,0
56,6,124.08,58059.93,4,1,8933.76,0.1539,3.0,159.53,0
62,12,94.1,56100.97,2,1,13550.4,0.2415,6.0,218.55,1
32,5,68.02,83570.06,3,0,4081.2,0.0488,5.0,127.54,0
30,4,58.9,37573.64,4,1,2827.2,0.0752,2.0,94.24,0
29,10,65.7,36268.13,4,2,7884.0,0.2174,3.333,271.86,1
49,10,46.7,38641.72,5,5,5604.0,0.145,1.667,114.37,1
45,7,198.08,61215.8,4,0,16638.72,0.2718,7.0,369.75,0
30,6,89.2,55961.77,4,0,6422.4,0.1148,6.0,214.08,0
16,1,94.17,67782.34,4,3,1130.04,0.0167,0.25,70.63,1
40,4,92.99,53631.15,5,6,4463.52,0.0832,0.571,111.59,1
19,7,130.55,51479.15,3,2,10966.2,0.213,2.333,577.17,0
18,9,62.73,60924.82,2,1,6774.84,0.1112,4.5,376.38,1
1,5,156.38,85536.25,3,1,9382.8,0.1097,2.5,9382.8,0
47,4,80.38,34078.75,5,1,3858.24,0.1132,2.0,82.09,1
66,6,78.86,38437.19,4,2,5677.92,0.1477,2.0,86.03,0
38,4,167.44,55739.75,3,2,8037.12,0.1442,1.333,211.5,0
51,6,62.25,91584.53,4,1,4482.0,0.0489,3.0,87.88,0
63,3,112.73,35710.32,2,0,4058.28,0.1136,3.0,64.42,0
4,3,92.65,54820.08,1,2,3335.4,0.0608,1.0,833.85,1
1,6,67.82,39206.76,3,5,4883.04,0.1245,1.0,4883.04,1
8,5,121.04,62167.22,4,4,7262.4,0.1168,1.0,907.8,1
29,10,50.62,17843.28,4,1,6074.4,0.3404,5.0,209.46,0
55,6,67.54,36348.91,4,3,4862.88,0.1338,1.5,88.42,0
3,10,97.76,78010.2,5,2,11731.2,0.1504,3.333,3910.4,0
32,6,184.63,55167.78,3,2,13293.36,0.241,2.0,415.42,1
10,6,176.89,41583.8,4,3,12736.08,0.3063,1.5,1273.61,1
34,4,113.52,54175.4,1,1,5448.96,0.1006,2.0,160.26,0
55,4,81.25,53860.69,1,6,3900.0,0.0724,0.571,70.91,1
32,2,31.07,65094.55,2,5,745.68,0.0115,0.333,23.3,1
50,6,139.89,17635.87,3,2,10072.08,0.5711,2.0,201.44,0
7,3,149.08,36339.99,2,3,5366.88,0.1477,0.75,766.7,1
8,7,112.79,37812.26,3,2,9474.36,0.2506,2.333,1184.3,0
65,5,82.99,66329.58,4,0,4979.4,0.0751,5.0,76.61,0
57,5,134.26,54886.41,3,0,8055.6,0.1468,5.0,141.33,0
67,7,91.42,80930.8,4,1,7679.28,0.0949,3.5,114.62,0
59,5,86.36,69924.55,3,3,5181.6,0.0741,1.25,87.82,0
54,4,41.15,48773.72,2,2,1975.2,0.0405,1.333,36.58,0
67,8,131.04,54108.17,1,2,12579.84,0.2325,2.667,187.76,0
51,5,99.43,78289.92,3,4,5965.8,0.0762,1.0,116.98,1
8,5,176.47,80797.87,1,0,10588.2,0.131,5.0,1323.52,0
34,4,70.12,53277.77,4,2,3365.76,0.0632,1.333,98.99,0
35,6,60.25,37269.33,4,0,4338.0,0.1164,6.0,123.94,0
32,6,148.4,17184.46,3,7,10684.8,0.6218,0.75,333.9,1
46,4,162.95,17180.15,3,1,7821.6,0.4553,2.0,170.03,0
16,7,94.05,63497.49,4,1,7900.2,0.1244,3.5,493.76,0
68,4,136.97,63135.82,2,4,6574.56,0.1041,0.8,96.68,0
37,6,80.25,42842.86,2,3,5778.0,0.1349,1.5,156.16,0
54,8,82.31,78426.76,4,2,7901.76,0.1008,2.667,146.33,0
14,4,113.06,51275.03,4,1,5426.88,0.1058,2.0,387.63,0
55,3,81.8,44408.85,4,1,2944.8,0.0663,1.5,53.54,0
48,7,105.31,76080.91,4,2,8846.04,0.1163,2.333,184.29,0
7,4,98.24,73694.09,1,1,4715.52,0.064,2.0,673.65,0
7,8,53.48,54071.27,3,3,5134.08,0.095,2.0,733.44,1
33,9,105.06,64315.56,3,2,11346.48,0.1764,3.0,343.83,0
23,6,54.31,66586.85,4,0,3910.32,0.0587,6.0,170.01,0
19,6,132.06,94154.8,5,2,9508.32,0.101,2.0,500.44,0
19,7,149.56,52641.63,3,2,12563.04,0.2387,2.333,661.21,0
36,11,86.76,33762.31,2,3,11452.32,0.3392,2.75,318.12,0
29,3,185.18,66258.61,3,1,6666.48,0.1006,1.5,229.88,0
60,8,161.59,56119.87,2,5,15512.64,0.2764,1.333,258.54,1
2,3,105.84,57021.73,3,2,3810.24,0.0668,1.0,1905.12,0
1,4,82.56,54437.99,4,1,3962.88,0.0728,2.0,3962.88,1
47,5,143.71,26356.16,5,2,8622.6,0.3272,1.667,183.46,0
69,7,186.76,59704.82,3,2,15687.84,0.2628,2.333,227.36,0
20,7,109.68,48535.19,2,2,9213.12,0.1898,2.333,460.66,0
11,5,200.67,49436.78,2,1,12040.2,0.2435,2.5,1094.56,0
2,10,74.21,47832.81,2,1,8905.2,0.1862,5.0,4452.6,1
67,3,126.26,54294.38,2,2,4545.36,0.0837,1.0,67.84,0
12,2,93.63,59688.1,4,3,2247.12,0.0376,0.5,187.26,1
20,5,58.85,54472.5,1,4,3531.0,0.0648,1.0,176.55,1
5,6,77.47,75786.67,5,1,5577.84,0.0736,3.0,1115.57,0
37,7,149.23,68611.02,4,1,12535.32,0.1827,3.5,338.79,0
38,5,88.95,53684.2,4,2,5337.0,0.0994,1.667,140.45,1
9,5,72.66,36363.23,3,0,4359.6,0.1199,5.0,484.4,0
53,7,165.18,65449.51,4,3,13875.12,0.212,1.75,261.79,0
44,8,147.23,49331.7,3,4,14134.08,0.2865,1.6,321.23,1
24,2,78.95,51926.59,3,2,1894.8,0.0365,0.667,78.95,0
30,10,205.28,31263.67,3,2,24633.6,0.7879,3.333,821.12,0
59,5,90.95,62444.27,5,4,5457.0,0.0874,1.0,92.49,0
14,5,109.92,101680.94,3,0,6595.2,0.0649,5.0,471.09,0
9,7,97.67,45886.84,3,2,8204.28,0.1788,2.333,911.59,1
40,5,63.27,66206.84,3,1,3796.2,0.0573,2.5,94.9,0
66,9,87.68,77425.46,2,1,9469.44,0.1223,4.5,143.48,0
25,14,92.94,45586.41,2,0,15613.92,0.3425,14.0,624.56,0
22,8,36.13,11346.6,2,2,3468.48,0.3057,2.667,157.66,1
4,7,107.43,67519.21,4,4,9024.12,0.1337,1.4,2256.03,1
26,5,138.95,56427.61,3,2,8337.0,0.1477,1.667,320.65,1
58,10,54.64,60604.02,4,2,6556.8,0.1082,3.333,113.05,0
29,6,127.83,55988.12,4,0,9203.76,0.1644,6.0,317.37,0
37,3,152.7,75876.46,2,3,5497.2,0.0724,0.75,148.57,1
70,3,16.06,53244.58,4,1,578.16,0.0109,1.5,8.26,0
18,6,88.32,94075.92,4,3,6359.04,0.0676,1.5,353.28,0
42,7,203.64,67564.89,4,6,17105.76,0.2532,1.0,407.28,0
41,9,106.24,73206.74,4,4,11473.92,0.1567,1.8,279.85,1
38,8,35.26,55118.25,4,0,3384.96,0.0614,8.0,89.08,0
34,5,49.66,60595.22,1,1,2979.6,0.0492,2.5,87.64,1
17,10,108.44,24586.56,4,1,13012.8,0.5293,5.0,765.46,0
37,4,124.82,44614.27,3,2,5991.36,0.1343,1.333,161.93,1
25,7,96.75,74397.77,4,3,8127.0,0.1092,1.75,325.08,0
27,5,105.53,53796.26,3,0,6331.8,0.1177,5.0,234.51,0
57,6,98.06,34752.19,5,5,7060.32,0.2032,1.0,123.87,0
31,7,69.43,42684.25,4,0,5832.12,0.1366,7.0,188.13,0
6,4,98.19,42538.92,4,6,4713.12,0.1108,0.571,785.52,1
40,7,42.94,54299.39,4,0,3606.96,0.0664,7.0,90.17,0
12,4,80.69,39984.31,5,2,3873.12,0.0969,1.333,322.76,0
53,9,120.94,80615.11,4,4,13061.52,0.162,1.8,246.44,0
71,10,61.42,58747.69,2,3,7370.4,0.1255,2.5,103.81,0
10,4,84.04,29880.74,5,1,4033.92,0.135,2.0,403.39,1
45,5,101.31,82650.53,4,3,6078.6,0.0735,1.25,135.08,0
17,8,198.17,54175.9,4,3,19024.32,0.3512,2.0,1119.08,1
26,10,146.8,64107.88,5,2,17616.0,0.2748,3.333,677.54,0
62,8,42.13,60521.34,3,3,4044.48,0.0668,2.0,65.23,0
46,9,219.89,62513.6,3,1,23748.12,0.3799,4.5,516.26,0
64,8,170.37,48816.84,4,1,16355.52,0.335,4.0,255.56,1
2,8,104.31,60953.73,4,2,10013.76,0.1643,2.667,5006.88,0
54,6,135.83,52313.74,3,0,9779.76,0.1869,6.0,181.11,0
65,2,65.64,61517.89,4,3,1575.36,0.0256,0.5,24.24,0
51,9,93.14,51656.91,3,1,10059.12,0.1947,4.5,197.24,0
53,2,63.75,49779.25,4,4,1530.0,0.0307,0.4,28.87,0
36,2,124.24,28683.41,4,2,2981.76,0.104,0.667,82.83,0
26,4,250.62,54906.32,2,4,12029.76,0.2191,0.8,462.68,1
29,4,78.67,59043.05,4,1,3776.16,0.064,2.0,130.21,0
21,5,88.57,88279.73,4,0,5314.2,0.0602,5.0,253.06,0
11,6,94.62,63628.59,3,1,6812.64,0.1071,3.0,619.33,0
40,9,80.7,41955.72,3,3,8715.6,0.2077,2.25,217.89,0
11,6,121.05,36735.8,1,2,8715.6,0.2373,2.0,792.33,1
36,4,151.88,59813.88,4,3,7290.24,0.1219,1.0,202.51,0
59,5,72.34,41590.94,3,2,4340.4,0.1044,1.667,73.57,1
39,5,94.08,44767.42,3,0,5644.8,0.1261,5.0,144.74,0
54,5,128.24,41533.73,3,2,7694.4,0.1853,1.667,142.49,0
55,12,61.01,49085.44,4,1,8785.44,0.179,6.0,159.74,0
24,5,51.45,68250.2,4,1,3087.0,0.0452,2.5,128.62,0
22,5,71.69,19182.92,4,2,4301.4,0.2242,1.667,195.52,0
69,4,131.18,78303.7,3,2,6296.64,0.0804,1.333,91.26,0
56,7,59.52,51325.55,4,0,4999.68,0.0974,7.0,89.28,0
33,7,74.02,43586.52,4,3,6217.68,0.1427,1.75,188.41,0
36,4,94.48,70979.68,3,1,4535.04,0.0639,2.0,125.97,0
20,7,101.72,51287.5,2,2,8544.48,0.1666,2.333,427.22,0
62,6,88.65,36156.59,5,2,6382.8,0.1765,2.0,102.95,0
26,8,95.45,27607.0,4,2,9163.2,0.3319,2.667,352.43,0
66,4,44.86,67518.01,4,1,2153.28,0.0319,2.0,32.63,0
40,4,70.32,68675.27,1,2,3375.36,0.0491,1.333,84.38,1
17,3,135.65,47565.13,4,4,4883.4,0.1027,0.6,287.26,1
1,10,67.67,78783.85,4,2,8120.4,0.1031,3.333,8120.4,0
61,9,102.99,55644.96,5,5,11122.92,0.1999,1.5,182.34,1
43,2,98.46,78904.09,5,3,2363.04,0.0299,0.5,54.95,0
42,4,129.43,37767.38,5,2,6212.64,0.1645,1.333,147.92,0
25,5,137.91,35563.67,5,2,8274.6,0.2327,1.667,330.98,0
39,5,155.02,45754.31,1,2,9301.2,0.2033,1.667,238.49,0
35,6,176.09,47807.84,5,5,12678.48,0.2652,1.0,362.24,0
3,3,59.89,75719.56,1,2,2156.04,0.0285,1.0,718.68,1
44,5,31.93,60280.18,5,0,1915.8,0.0318,5.0,43.54,0
51,10,78.83,41333.63,3,7,9459.6,0.2289,1.25,185.48,1
12,5,57.73,55200.86,4,4,3463.8,0.0627,1.0,288.65,1
19,4,63.85,47295.07,1,1,3064.8,0.0648,2.0,161.31,0
44,6,118.84,40532.35,4,5,8556.48,0.2111,1.0,194.47,0
59,3,150.91,53564.65,2,0,5432.76,0.1014,3.0,92.08,0
49,7,104.24,51564.59,3,3,8756.16,0.1698,1.75,178.7,0
61,4,69.02,41217.78,4,0,3312.96,0.0804,4.0,54.31,0
17,7,106.61,41025.45,4,4,8955.24,0.2183,1.4,526.78,1
57,3,131.45,69662.74,1,2,4732.2,0.0679,1.0,83.02,0
55,6,45.02,62621.49,3,4,3241.44,0.0518,1.2,58.94,0
47,6,81.45,71986.04,1,0,5864.4,0.0815,6.0,124.77,0
12,4,84.68,49892.47,4,1,4064.64,0.0815,2.0,338.72,0
62,8,87.51,35420.76,5,1,8400.96,0.2372,4.0,135.5,0
8,9,61.69,44669.76,4,1,6662.52,0.1492,4.5,832.82,0
21,1,107.77,73491.65,2,2,1293.24,0.0176,0.333,61.58,0
